panel,beta,density
gamma2_click,-0.004508,3.360
gamma2_click,-0.004505,3.360
gamma2_click,-0.004502,3.360
gamma2_click,-0.004498,3.360
gamma2_click,-0.004495,3.360
gamma2_click,-0.004492,3.360
gamma2_click,-0.004489,3.360
gamma2_click,-0.004485,3.360
gamma2_click,-0.004482,3.360
gamma2_click,-0.004479,3.360
gamma2_click,-0.004476,3.360
gamma2_click,-0.004472,3.360
gamma2_click,-0.004469,3.360
gamma2_click,-0.004466,3.360
gamma2_click,-0.004463,3.360
gamma2_click,-0.004459,3.360
gamma2_click,-0.004456,3.360
gamma2_click,-0.004453,3.360
gamma2_click,-0.004450,3.360
gamma2_click,-0.004446,3.360
gamma2_click,-0.004443,3.360
gamma2_click,-0.004440,3.360
gamma2_click,-0.004437,3.360
gamma2_click,-0.004433,3.360
gamma2_click,-0.004430,3.360
gamma2_click,-0.004427,3.360
gamma2_click,-0.004424,3.360
gamma2_click,-0.004420,3.360
gamma2_click,-0.004417,3.360
gamma2_click,-0.004414,3.360
gamma2_click,-0.004411,3.360
gamma2_click,-0.004407,3.360
gamma2_click,-0.004404,3.360
gamma2_click,-0.004401,3.360
gamma2_click,-0.004398,3.360
gamma2_click,-0.004394,3.360
gamma2_click,-0.004391,3.360
gamma2_click,-0.004388,3.360
gamma2_click,-0.004385,3.360
gamma2_click,-0.004381,3.360
gamma2_click,-0.004378,3.360
gamma2_click,-0.004375,3.360
gamma2_click,-0.004372,3.360
gamma2_click,-0.004368,3.360
gamma2_click,-0.004365,3.360
gamma2_click,-0.004362,3.360
gamma2_click,-0.004359,3.360
gamma2_click,-0.004355,3.360
gamma2_click,-0.004352,3.360
gamma2_click,-0.004349,3.360
gamma2_click,-0.004346,3.360
gamma2_click,-0.004342,3.360
gamma2_click,-0.004339,3.360
gamma2_click,-0.004336,3.360
gamma2_click,-0.004333,3.360
gamma2_click,-0.004329,3.360
gamma2_click,-0.004326,3.360
gamma2_click,-0.004323,3.360
gamma2_click,-0.004320,3.360
gamma2_click,-0.004316,3.360
gamma2_click,-0.004313,3.360
gamma2_click,-0.004310,3.360
gamma2_click,-0.004307,3.360
gamma2_click,-0.004303,3.360
gamma2_click,-0.004300,3.360
gamma2_click,-0.004297,3.360
gamma2_click,-0.004293,3.360
gamma2_click,-0.004290,3.360
gamma2_click,-0.004287,3.360
gamma2_click,-0.004284,3.360
gamma2_click,-0.004280,3.360
gamma2_click,-0.004277,3.360
gamma2_click,-0.004274,3.360
gamma2_click,-0.004271,3.360
gamma2_click,-0.004267,3.360
gamma2_click,-0.004264,3.360
gamma2_click,-0.004261,3.360
gamma2_click,-0.004258,3.360
gamma2_click,-0.004254,3.360
gamma2_click,-0.004251,3.360
gamma2_click,-0.004248,3.360
gamma2_click,-0.004245,3.360
gamma2_click,-0.004241,3.360
gamma2_click,-0.004238,3.360
gamma2_click,-0.004235,3.360
gamma2_click,-0.004232,3.360
gamma2_click,-0.004228,3.360
gamma2_click,-0.004225,3.360
gamma2_click,-0.004222,3.360
gamma2_click,-0.004219,3.360
gamma2_click,-0.004215,3.360
gamma2_click,-0.004212,3.360
gamma2_click,-0.004209,3.360
gamma2_click,-0.004206,3.360
gamma2_click,-0.004202,3.360
gamma2_click,-0.004199,3.360
gamma2_click,-0.004196,3.360
gamma2_click,-0.004193,3.360
gamma2_click,-0.004189,3.360
gamma2_click,-0.004186,3.360
gamma2_click,-0.004183,3.360
gamma2_click,-0.004180,3.360
gamma2_click,-0.004176,3.360
gamma2_click,-0.004173,3.360
gamma2_click,-0.004170,3.360
gamma2_click,-0.004167,3.360
gamma2_click,-0.004163,3.360
gamma2_click,-0.004160,3.360
gamma2_click,-0.004157,3.360
gamma2_click,-0.004154,3.360
gamma2_click,-0.004150,3.360
gamma2_click,-0.004147,3.360
gamma2_click,-0.004144,3.360
gamma2_click,-0.004141,3.360
gamma2_click,-0.004137,3.360
gamma2_click,-0.004134,3.360
gamma2_click,-0.004131,3.360
gamma2_click,-0.004128,3.360
gamma2_click,-0.004124,3.360
gamma2_click,-0.004121,3.360
gamma2_click,-0.004118,3.360
gamma2_click,-0.004115,3.360
gamma2_click,-0.004111,3.360
gamma2_click,-0.004108,3.360
gamma2_click,-0.004105,3.360
gamma2_click,-0.004102,3.360
gamma2_click,-0.004098,3.360
gamma2_click,-0.004095,3.360
gamma2_click,-0.004092,3.360
gamma2_click,-0.004089,3.360
gamma2_click,-0.004085,3.360
gamma2_click,-0.004082,3.360
gamma2_click,-0.004079,3.360
gamma2_click,-0.004076,3.360
gamma2_click,-0.004072,3.360
gamma2_click,-0.004069,3.360
gamma2_click,-0.004066,3.360
gamma2_click,-0.004063,3.360
gamma2_click,-0.004059,3.360
gamma2_click,-0.004056,3.360
gamma2_click,-0.004053,3.360
gamma2_click,-0.004050,3.360
gamma2_click,-0.004046,3.360
gamma2_click,-0.004043,3.360
gamma2_click,-0.004040,3.360
gamma2_click,-0.004037,3.360
gamma2_click,-0.004033,3.360
gamma2_click,-0.004030,3.360
gamma2_click,-0.004027,3.360
gamma2_click,-0.004023,3.360
gamma2_click,-0.004020,3.360
gamma2_click,-0.004017,3.360
gamma2_click,-0.004014,3.360
gamma2_click,-0.004010,3.360
gamma2_click,-0.004007,3.360
gamma2_click,-0.004004,3.360
gamma2_click,-0.004001,3.360
gamma2_click,-0.003997,3.360
gamma2_click,-0.003994,3.360
gamma2_click,-0.003991,3.360
gamma2_click,-0.003988,3.360
gamma2_click,-0.003984,3.360
gamma2_click,-0.003981,3.360
gamma2_click,-0.003978,3.360
gamma2_click,-0.003975,3.360
gamma2_click,-0.003971,3.360
gamma2_click,-0.003968,3.360
gamma2_click,-0.003965,3.360
gamma2_click,-0.003962,3.360
gamma2_click,-0.003958,3.360
gamma2_click,-0.003955,3.360
gamma2_click,-0.003952,3.360
gamma2_click,-0.003949,3.360
gamma2_click,-0.003945,3.360
gamma2_click,-0.003942,3.360
gamma2_click,-0.003939,3.360
gamma2_click,-0.003936,3.360
gamma2_click,-0.003932,3.360
gamma2_click,-0.003929,3.360
gamma2_click,-0.003926,3.360
gamma2_click,-0.003923,3.360
gamma2_click,-0.003919,3.360
gamma2_click,-0.003916,3.360
gamma2_click,-0.003913,3.360
gamma2_click,-0.003910,3.360
gamma2_click,-0.003906,3.360
gamma2_click,-0.003903,3.360
gamma2_click,-0.003900,3.360
gamma2_click,-0.003897,3.360
gamma2_click,-0.003893,3.360
gamma2_click,-0.003890,3.360
gamma2_click,-0.003887,3.360
gamma2_click,-0.003884,3.360
gamma2_click,-0.003880,3.360
gamma2_click,-0.003877,3.360
gamma2_click,-0.003874,3.360
gamma2_click,-0.003871,3.360
gamma2_click,-0.003867,3.360
gamma2_click,-0.003864,3.360
gamma2_click,-0.003861,3.360
gamma2_click,-0.003858,3.360
gamma2_click,-0.003854,3.360
gamma2_click,-0.003851,3.360
gamma2_click,-0.003848,3.360
gamma2_click,-0.003845,3.360
gamma2_click,-0.003841,3.360
gamma2_click,-0.003838,3.360
gamma2_click,-0.003835,3.360
gamma2_click,-0.003832,3.360
gamma2_click,-0.003828,3.360
gamma2_click,-0.003825,3.360
gamma2_click,-0.003822,3.360
gamma2_click,-0.003819,3.360
gamma2_click,-0.003815,3.360
gamma2_click,-0.003812,3.360
gamma2_click,-0.003809,3.360
gamma2_click,-0.003806,3.360
gamma2_click,-0.003802,3.360
gamma2_click,-0.003799,3.360
gamma2_click,-0.003796,3.360
gamma2_click,-0.003793,3.360
gamma2_click,-0.003789,3.360
gamma2_click,-0.003786,3.360
gamma2_click,-0.003783,3.360
gamma2_click,-0.003780,3.360
gamma2_click,-0.003776,3.360
gamma2_click,-0.003773,3.360
gamma2_click,-0.003770,3.360
gamma2_click,-0.003767,3.360
gamma2_click,-0.003763,3.360
gamma2_click,-0.003760,3.360
gamma2_click,-0.003757,3.360
gamma2_click,-0.003753,3.360
gamma2_click,-0.003750,3.360
gamma2_click,-0.003747,3.360
gamma2_click,-0.003744,3.360
gamma2_click,-0.003740,3.360
gamma2_click,-0.003737,3.360
gamma2_click,-0.003734,3.360
gamma2_click,-0.003731,3.360
gamma2_click,-0.003727,3.360
gamma2_click,-0.003724,3.360
gamma2_click,-0.003721,3.360
gamma2_click,-0.003718,3.360
gamma2_click,-0.003714,3.360
gamma2_click,-0.003711,3.360
gamma2_click,-0.003708,3.360
gamma2_click,-0.003705,3.360
gamma2_click,-0.003701,3.360
gamma2_click,-0.003698,3.360
gamma2_click,-0.003695,3.360
gamma2_click,-0.003692,3.360
gamma2_click,-0.003688,3.360
gamma2_click,-0.003685,3.360
gamma2_click,-0.003682,3.360
gamma2_click,-0.003679,3.360
gamma2_click,-0.003675,3.360
gamma2_click,-0.003672,3.360
gamma2_click,-0.003669,3.360
gamma2_click,-0.003666,3.360
gamma2_click,-0.003662,3.360
gamma2_click,-0.003659,3.360
gamma2_click,-0.003656,3.360
gamma2_click,-0.003653,3.360
gamma2_click,-0.003649,3.360
gamma2_click,-0.003646,3.360
gamma2_click,-0.003643,3.360
gamma2_click,-0.003640,3.360
gamma2_click,-0.003636,3.360
gamma2_click,-0.003633,3.360
gamma2_click,-0.003630,3.360
gamma2_click,-0.003627,3.360
gamma2_click,-0.003623,3.360
gamma2_click,-0.003620,3.360
gamma2_click,-0.003617,3.360
gamma2_click,-0.003614,3.360
gamma2_click,-0.003610,3.360
gamma2_click,-0.003607,3.360
gamma2_click,-0.003604,3.360
gamma2_click,-0.003601,3.360
gamma2_click,-0.003597,3.360
gamma2_click,-0.003594,3.360
gamma2_click,-0.003591,3.360
gamma2_click,-0.003588,3.360
gamma2_click,-0.003584,3.360
gamma2_click,-0.003581,3.360
gamma2_click,-0.003578,3.360
gamma2_click,-0.003575,3.360
gamma2_click,-0.003571,3.360
gamma2_click,-0.003568,3.360
gamma2_click,-0.003565,3.360
gamma2_click,-0.003562,3.360
gamma2_click,-0.003558,3.360
gamma2_click,-0.003555,3.360
gamma2_click,-0.003552,3.360
gamma2_click,-0.003549,3.360
gamma2_click,-0.003545,3.360
gamma2_click,-0.003542,3.360
gamma2_click,-0.003539,3.360
gamma2_click,-0.003536,3.360
gamma2_click,-0.003532,3.360
gamma2_click,-0.003529,3.360
gamma2_click,-0.003526,3.360
gamma2_click,-0.003523,3.360
gamma2_click,-0.003519,3.360
gamma2_click,-0.003516,3.360
gamma2_click,-0.003513,3.360
gamma2_click,-0.003510,3.360
gamma2_click,-0.003506,3.360
gamma2_click,-0.003503,3.360
gamma2_click,-0.003500,3.360
gamma2_click,-0.003497,3.360
gamma2_click,-0.003493,3.360
gamma2_click,-0.003490,3.360
gamma2_click,-0.003487,3.360
gamma2_click,-0.003483,3.360
gamma2_click,-0.003480,3.360
gamma2_click,-0.003477,3.360
gamma2_click,-0.003474,3.360
gamma2_click,-0.003470,3.360
gamma2_click,-0.003467,3.360
gamma2_click,-0.003464,3.360
gamma2_click,-0.003461,3.360
gamma2_click,-0.003457,3.360
gamma2_click,-0.003454,3.360
gamma2_click,-0.003451,3.360
gamma2_click,-0.003448,3.360
gamma2_click,-0.003444,3.360
gamma2_click,-0.003441,3.360
gamma2_click,-0.003438,3.360
gamma2_click,-0.003435,3.360
gamma2_click,-0.003431,3.360
gamma2_click,-0.003428,3.360
gamma2_click,-0.003425,3.360
gamma2_click,-0.003422,3.360
gamma2_click,-0.003418,3.360
gamma2_click,-0.003415,3.360
gamma2_click,-0.003412,3.360
gamma2_click,-0.003409,3.360
gamma2_click,-0.003405,3.360
gamma2_click,-0.003402,3.360
gamma2_click,-0.003399,3.360
gamma2_click,-0.003396,3.360
gamma2_click,-0.003392,3.360
gamma2_click,-0.003389,3.360
gamma2_click,-0.003386,3.360
gamma2_click,-0.003383,3.360
gamma2_click,-0.003379,3.360
gamma2_click,-0.003376,3.360
gamma2_click,-0.003373,3.360
gamma2_click,-0.003370,3.360
gamma2_click,-0.003366,3.360
gamma2_click,-0.003363,3.360
gamma2_click,-0.003360,3.360
gamma2_click,-0.003357,3.360
gamma2_click,-0.003353,3.360
gamma2_click,-0.003350,3.360
gamma2_click,-0.003347,3.360
gamma2_click,-0.003344,3.360
gamma2_click,-0.003340,3.360
gamma2_click,-0.003337,3.360
gamma2_click,-0.003334,3.360
gamma2_click,-0.003331,3.360
gamma2_click,-0.003327,3.360
gamma2_click,-0.003324,3.360
gamma2_click,-0.003321,3.360
gamma2_click,-0.003318,3.360
gamma2_click,-0.003314,3.360
gamma2_click,-0.003311,3.360
gamma2_click,-0.003308,3.360
gamma2_click,-0.003305,3.360
gamma2_click,-0.003301,3.360
gamma2_click,-0.003298,3.360
gamma2_click,-0.003295,3.360
gamma2_click,-0.003292,3.360
gamma2_click,-0.003288,3.360
gamma2_click,-0.003285,3.360
gamma2_click,-0.003282,3.360
gamma2_click,-0.003279,3.360
gamma2_click,-0.003275,3.360
gamma2_click,-0.003272,3.360
gamma2_click,-0.003269,3.360
gamma2_click,-0.003266,3.360
gamma2_click,-0.003262,3.360
gamma2_click,-0.003259,3.360
gamma2_click,-0.003256,3.360
gamma2_click,-0.003253,3.360
gamma2_click,-0.003249,3.360
gamma2_click,-0.003246,3.360
gamma2_click,-0.003243,3.360
gamma2_click,-0.003240,3.360
gamma2_click,-0.003236,3.360
gamma2_click,-0.003233,3.360
gamma2_click,-0.003230,3.360
gamma2_click,-0.003227,3.360
gamma2_click,-0.003223,3.360
gamma2_click,-0.003220,3.360
gamma2_click,-0.003217,3.360
gamma2_click,-0.003213,3.360
gamma2_click,-0.003210,3.360
gamma2_click,-0.003207,3.360
gamma2_click,-0.003204,3.360
gamma2_click,-0.003200,3.360
gamma2_click,-0.003197,3.360
gamma2_click,-0.003194,3.360
gamma2_click,-0.003191,3.360
gamma2_click,-0.003187,3.360
gamma2_click,-0.003184,3.360
gamma2_click,-0.003181,3.360
gamma2_click,-0.003178,3.360
gamma2_click,-0.003174,3.360
gamma2_click,-0.003171,3.360
gamma2_click,-0.003168,3.360
gamma2_click,-0.003165,3.360
gamma2_click,-0.003161,3.360
gamma2_click,-0.003158,3.360
gamma2_click,-0.003155,3.360
gamma2_click,-0.003152,3.360
gamma2_click,-0.003148,3.360
gamma2_click,-0.003145,3.360
gamma2_click,-0.003142,3.360
gamma2_click,-0.003139,3.360
gamma2_click,-0.003135,3.360
gamma2_click,-0.003132,3.360
gamma2_click,-0.003129,3.360
gamma2_click,-0.003126,3.360
gamma2_click,-0.003122,3.360
gamma2_click,-0.003119,3.360
gamma2_click,-0.003116,3.360
gamma2_click,-0.003113,3.360
gamma2_click,-0.003109,3.360
gamma2_click,-0.003106,3.360
gamma2_click,-0.003103,3.360
gamma2_click,-0.003100,3.360
gamma2_click,-0.003096,3.360
gamma2_click,-0.003093,3.360
gamma2_click,-0.003090,3.360
gamma2_click,-0.003087,3.360
gamma2_click,-0.003083,3.360
gamma2_click,-0.003080,3.360
gamma2_click,-0.003077,3.360
gamma2_click,-0.003074,3.360
gamma2_click,-0.003070,3.360
gamma2_click,-0.003067,3.360
gamma2_click,-0.003064,3.360
gamma2_click,-0.003061,3.360
gamma2_click,-0.003057,3.360
gamma2_click,-0.003054,3.360
gamma2_click,-0.003051,3.360
gamma2_click,-0.003048,3.360
gamma2_click,-0.003044,3.360
gamma2_click,-0.003041,3.360
gamma2_click,-0.003038,3.360
gamma2_click,-0.003035,3.360
gamma2_click,-0.003031,3.360
gamma2_click,-0.003028,3.360
gamma2_click,-0.003025,3.360
gamma2_click,-0.003022,3.360
gamma2_click,-0.003018,3.360
gamma2_click,-0.003015,3.360
gamma2_click,-0.003012,3.360
gamma2_click,-0.003009,3.360
gamma2_click,-0.003005,3.360
gamma2_click,-0.003002,3.360
gamma2_click,-0.002999,3.360
gamma2_click,-0.002996,3.360
gamma2_click,-0.002992,3.360
gamma2_click,-0.002989,3.360
gamma2_click,-0.002986,3.360
gamma2_click,-0.002983,3.360
gamma2_click,-0.002979,3.360
gamma2_click,-0.002976,3.360
gamma2_click,-0.002973,3.360
gamma2_click,-0.002970,3.360
gamma2_click,-0.002966,3.360
gamma2_click,-0.002963,3.360
gamma2_click,-0.002960,3.360
gamma2_click,-0.002957,3.360
gamma2_click,-0.002953,3.360
gamma2_click,-0.002950,3.526
gamma2_click,-0.002947,3.526
gamma2_click,-0.002943,3.526
gamma2_click,-0.002940,3.526
gamma2_click,-0.002937,3.526
gamma2_click,-0.002934,3.526
gamma2_click,-0.002930,3.526
gamma2_click,-0.002927,3.526
gamma2_click,-0.002924,3.526
gamma2_click,-0.002921,3.526
gamma2_click,-0.002917,3.526
gamma2_click,-0.002914,3.526
gamma2_click,-0.002911,3.526
gamma2_click,-0.002908,3.526
gamma2_click,-0.002904,3.526
gamma2_click,-0.002901,3.526
gamma2_click,-0.002898,3.526
gamma2_click,-0.002895,3.526
gamma2_click,-0.002891,3.526
gamma2_click,-0.002888,3.526
gamma2_click,-0.002885,3.526
gamma2_click,-0.002882,3.526
gamma2_click,-0.002878,3.526
gamma2_click,-0.002875,3.526
gamma2_click,-0.002872,3.526
gamma2_click,-0.002869,3.526
gamma2_click,-0.002865,3.526
gamma2_click,-0.002862,3.526
gamma2_click,-0.002859,3.526
gamma2_click,-0.002856,3.526
gamma2_click,-0.002852,3.526
gamma2_click,-0.002849,3.526
gamma2_click,-0.002846,3.526
gamma2_click,-0.002843,3.526
gamma2_click,-0.002839,3.526
gamma2_click,-0.002836,3.526
gamma2_click,-0.002833,3.526
gamma2_click,-0.002830,3.526
gamma2_click,-0.002826,3.526
gamma2_click,-0.002823,3.526
gamma2_click,-0.002820,3.526
gamma2_click,-0.002817,3.526
gamma2_click,-0.002813,3.526
gamma2_click,-0.002810,3.526
gamma2_click,-0.002807,3.526
gamma2_click,-0.002804,3.526
gamma2_click,-0.002800,3.526
gamma2_click,-0.002797,3.526
gamma2_click,-0.002794,3.526
gamma2_click,-0.002791,3.693
gamma2_click,-0.002787,3.693
gamma2_click,-0.002784,3.693
gamma2_click,-0.002781,3.693
gamma2_click,-0.002778,3.693
gamma2_click,-0.002774,3.693
gamma2_click,-0.002771,3.693
gamma2_click,-0.002768,3.693
gamma2_click,-0.002765,3.693
gamma2_click,-0.002761,3.693
gamma2_click,-0.002758,3.693
gamma2_click,-0.002755,3.693
gamma2_click,-0.002752,3.693
gamma2_click,-0.002748,3.693
gamma2_click,-0.002745,3.693
gamma2_click,-0.002742,3.693
gamma2_click,-0.002739,3.693
gamma2_click,-0.002735,3.693
gamma2_click,-0.002732,3.693
gamma2_click,-0.002729,3.693
gamma2_click,-0.002726,3.693
gamma2_click,-0.002722,3.693
gamma2_click,-0.002719,3.693
gamma2_click,-0.002716,3.693
gamma2_click,-0.002713,3.859
gamma2_click,-0.002709,3.859
gamma2_click,-0.002706,3.859
gamma2_click,-0.002703,3.859
gamma2_click,-0.002700,3.859
gamma2_click,-0.002696,3.859
gamma2_click,-0.002693,3.859
gamma2_click,-0.002690,3.859
gamma2_click,-0.002687,3.859
gamma2_click,-0.002683,3.859
gamma2_click,-0.002680,3.859
gamma2_click,-0.002677,3.859
gamma2_click,-0.002673,3.859
gamma2_click,-0.002670,3.859
gamma2_click,-0.002667,3.859
gamma2_click,-0.002664,3.859
gamma2_click,-0.002660,3.859
gamma2_click,-0.002657,3.859
gamma2_click,-0.002654,3.859
gamma2_click,-0.002651,4.025
gamma2_click,-0.002647,4.025
gamma2_click,-0.002644,4.025
gamma2_click,-0.002641,4.025
gamma2_click,-0.002638,4.025
gamma2_click,-0.002634,4.025
gamma2_click,-0.002631,4.025
gamma2_click,-0.002628,4.025
gamma2_click,-0.002625,4.025
gamma2_click,-0.002621,4.025
gamma2_click,-0.002618,4.025
gamma2_click,-0.002615,4.025
gamma2_click,-0.002612,4.025
gamma2_click,-0.002608,4.192
gamma2_click,-0.002605,4.192
gamma2_click,-0.002602,4.192
gamma2_click,-0.002599,4.192
gamma2_click,-0.002595,4.192
gamma2_click,-0.002592,4.192
gamma2_click,-0.002589,4.192
gamma2_click,-0.002586,4.192
gamma2_click,-0.002582,4.192
gamma2_click,-0.002579,4.192
gamma2_click,-0.002576,4.192
gamma2_click,-0.002573,4.192
gamma2_click,-0.002569,4.192
gamma2_click,-0.002566,4.358
gamma2_click,-0.002563,4.358
gamma2_click,-0.002560,4.358
gamma2_click,-0.002556,4.358
gamma2_click,-0.002553,4.358
gamma2_click,-0.002550,4.358
gamma2_click,-0.002547,4.358
gamma2_click,-0.002543,4.358
gamma2_click,-0.002540,4.358
gamma2_click,-0.002537,4.358
gamma2_click,-0.002534,4.524
gamma2_click,-0.002530,4.524
gamma2_click,-0.002527,4.524
gamma2_click,-0.002524,4.524
gamma2_click,-0.002521,4.524
gamma2_click,-0.002517,4.524
gamma2_click,-0.002514,4.524
gamma2_click,-0.002511,4.524
gamma2_click,-0.002508,4.524
gamma2_click,-0.002504,4.524
gamma2_click,-0.002501,4.524
gamma2_click,-0.002498,4.524
gamma2_click,-0.002495,4.524
gamma2_click,-0.002491,4.524
gamma2_click,-0.002488,4.524
gamma2_click,-0.002485,4.524
gamma2_click,-0.002482,4.524
gamma2_click,-0.002478,4.524
gamma2_click,-0.002475,4.524
gamma2_click,-0.002472,4.524
gamma2_click,-0.002469,4.524
gamma2_click,-0.002465,4.524
gamma2_click,-0.002462,4.524
gamma2_click,-0.002459,4.524
gamma2_click,-0.002456,4.524
gamma2_click,-0.002452,4.524
gamma2_click,-0.002449,4.524
gamma2_click,-0.002446,4.524
gamma2_click,-0.002443,4.524
gamma2_click,-0.002439,4.524
gamma2_click,-0.002436,4.524
gamma2_click,-0.002433,4.524
gamma2_click,-0.002430,4.524
gamma2_click,-0.002426,4.524
gamma2_click,-0.002423,4.524
gamma2_click,-0.002420,4.524
gamma2_click,-0.002417,4.524
gamma2_click,-0.002413,4.524
gamma2_click,-0.002410,4.524
gamma2_click,-0.002407,4.524
gamma2_click,-0.002403,4.524
gamma2_click,-0.002400,4.524
gamma2_click,-0.002397,4.524
gamma2_click,-0.002394,4.524
gamma2_click,-0.002390,4.524
gamma2_click,-0.002387,4.524
gamma2_click,-0.002384,4.524
gamma2_click,-0.002381,4.524
gamma2_click,-0.002377,4.524
gamma2_click,-0.002374,4.524
gamma2_click,-0.002371,4.524
gamma2_click,-0.002368,4.524
gamma2_click,-0.002364,4.524
gamma2_click,-0.002361,4.524
gamma2_click,-0.002358,4.524
gamma2_click,-0.002355,4.524
gamma2_click,-0.002351,4.524
gamma2_click,-0.002348,4.524
gamma2_click,-0.002345,4.524
gamma2_click,-0.002342,4.524
gamma2_click,-0.002338,4.524
gamma2_click,-0.002335,4.524
gamma2_click,-0.002332,4.524
gamma2_click,-0.002329,4.524
gamma2_click,-0.002325,4.524
gamma2_click,-0.002322,4.524
gamma2_click,-0.002319,4.524
gamma2_click,-0.002316,4.524
gamma2_click,-0.002312,4.524
gamma2_click,-0.002309,4.524
gamma2_click,-0.002306,4.524
gamma2_click,-0.002303,4.524
gamma2_click,-0.002299,4.524
gamma2_click,-0.002296,4.691
gamma2_click,-0.002293,4.857
gamma2_click,-0.002290,4.857
gamma2_click,-0.002286,4.857
gamma2_click,-0.002283,5.023
gamma2_click,-0.002280,5.190
gamma2_click,-0.002277,5.190
gamma2_click,-0.002273,5.356
gamma2_click,-0.002270,5.522
gamma2_click,-0.002267,5.522
gamma2_click,-0.002264,5.689
gamma2_click,-0.002260,5.855
gamma2_click,-0.002257,5.855
gamma2_click,-0.002254,5.855
gamma2_click,-0.002251,6.021
gamma2_click,-0.002247,6.188
gamma2_click,-0.002244,6.188
gamma2_click,-0.002241,6.354
gamma2_click,-0.002238,6.520
gamma2_click,-0.002234,6.520
gamma2_click,-0.002231,6.687
gamma2_click,-0.002228,6.853
gamma2_click,-0.002225,6.853
gamma2_click,-0.002221,6.853
gamma2_click,-0.002218,7.019
gamma2_click,-0.002215,7.186
gamma2_click,-0.002212,7.352
gamma2_click,-0.002208,7.518
gamma2_click,-0.002205,7.518
gamma2_click,-0.002202,7.518
gamma2_click,-0.002199,7.685
gamma2_click,-0.002195,7.851
gamma2_click,-0.002192,8.017
gamma2_click,-0.002189,8.184
gamma2_click,-0.002186,8.184
gamma2_click,-0.002182,8.350
gamma2_click,-0.002179,8.516
gamma2_click,-0.002176,8.683
gamma2_click,-0.002173,8.849
gamma2_click,-0.002169,8.849
gamma2_click,-0.002166,9.015
gamma2_click,-0.002163,9.182
gamma2_click,-0.002160,9.348
gamma2_click,-0.002156,9.514
gamma2_click,-0.002153,9.681
gamma2_click,-0.002150,9.847
gamma2_click,-0.002147,9.847
gamma2_click,-0.002143,10.013
gamma2_click,-0.002140,10.180
gamma2_click,-0.002137,10.346
gamma2_click,-0.002133,10.512
gamma2_click,-0.002130,10.679
gamma2_click,-0.002127,10.845
gamma2_click,-0.002124,11.011
gamma2_click,-0.002120,11.178
gamma2_click,-0.002117,11.344
gamma2_click,-0.002114,11.510
gamma2_click,-0.002111,11.677
gamma2_click,-0.002107,11.843
gamma2_click,-0.002104,12.009
gamma2_click,-0.002101,12.176
gamma2_click,-0.002098,12.176
gamma2_click,-0.002094,12.342
gamma2_click,-0.002091,12.508
gamma2_click,-0.002088,12.675
gamma2_click,-0.002085,12.841
gamma2_click,-0.002081,13.007
gamma2_click,-0.002078,13.340
gamma2_click,-0.002075,13.506
gamma2_click,-0.002072,13.673
gamma2_click,-0.002068,13.839
gamma2_click,-0.002065,14.005
gamma2_click,-0.002062,14.338
gamma2_click,-0.002059,14.504
gamma2_click,-0.002055,14.671
gamma2_click,-0.002052,14.837
gamma2_click,-0.002049,15.003
gamma2_click,-0.002046,15.336
gamma2_click,-0.002042,15.502
gamma2_click,-0.002039,15.669
gamma2_click,-0.002036,15.835
gamma2_click,-0.002033,16.001
gamma2_click,-0.002029,16.334
gamma2_click,-0.002026,16.500
gamma2_click,-0.002023,16.667
gamma2_click,-0.002020,16.999
gamma2_click,-0.002016,17.166
gamma2_click,-0.002013,17.332
gamma2_click,-0.002010,17.665
gamma2_click,-0.002007,17.831
gamma2_click,-0.002003,17.997
gamma2_click,-0.002000,18.330
gamma2_click,-0.001997,18.496
gamma2_click,-0.001994,18.663
gamma2_click,-0.001990,18.995
gamma2_click,-0.001987,19.162
gamma2_click,-0.001984,19.328
gamma2_click,-0.001981,19.661
gamma2_click,-0.001977,19.993
gamma2_click,-0.001974,20.326
gamma2_click,-0.001971,20.492
gamma2_click,-0.001968,20.659
gamma2_click,-0.001964,20.991
gamma2_click,-0.001961,21.158
gamma2_click,-0.001958,21.324
gamma2_click,-0.001955,21.657
gamma2_click,-0.001951,21.989
gamma2_click,-0.001948,22.322
gamma2_click,-0.001945,22.488
gamma2_click,-0.001942,22.655
gamma2_click,-0.001938,22.987
gamma2_click,-0.001935,23.320
gamma2_click,-0.001932,23.653
gamma2_click,-0.001929,23.985
gamma2_click,-0.001925,24.152
gamma2_click,-0.001922,24.318
gamma2_click,-0.001919,24.651
gamma2_click,-0.001916,24.983
gamma2_click,-0.001912,25.316
gamma2_click,-0.001909,25.649
gamma2_click,-0.001906,25.981
gamma2_click,-0.001903,26.314
gamma2_click,-0.001899,26.647
gamma2_click,-0.001896,26.979
gamma2_click,-0.001893,27.312
gamma2_click,-0.001890,27.645
gamma2_click,-0.001886,27.811
gamma2_click,-0.001883,27.977
gamma2_click,-0.001880,28.476
gamma2_click,-0.001877,28.643
gamma2_click,-0.001873,28.975
gamma2_click,-0.001870,29.474
gamma2_click,-0.001867,29.641
gamma2_click,-0.001863,29.973
gamma2_click,-0.001860,30.306
gamma2_click,-0.001857,30.805
gamma2_click,-0.001854,31.138
gamma2_click,-0.001850,31.470
gamma2_click,-0.001847,31.803
gamma2_click,-0.001844,32.136
gamma2_click,-0.001841,32.468
gamma2_click,-0.001837,32.801
gamma2_click,-0.001834,33.134
